,source,target,s_value,weight,metric,distance,proximity
11892,175,251,1.0,0.0230921486695,True,42.3047619048,0.0230921486695
11909,175,296,1.0,0.0151547954103,True,64.9857142857,0.0151547954103
11925,175,342,1.0,0.0890292935095,True,10.2322580645,0.0890292935095
11938,176,250,1.0,0.0501193317422,True,18.9523809524,0.0501193317422
11940,176,267,1.0,0.0354330708661,True,27.2222222222,0.0354330708661
11942,176,336,1.0,0.0674556213018,True,13.8245614035,0.0674556213018
11943,176,339,1.0,0.0701559020045,True,13.253968254,0.0701559020045
11949,177,210,1.0,0.0939086294416,True,9.64864864865,0.0939086294416
11953,177,241,1.0,0.0336134453782,True,28.75,0.0336134453782
11954,177,243,1.0,0.0298913043478,True,32.4545454545,0.0298913043478
11955,177,258,1.0,0.0343293070566,True,28.1296296296,0.0343293070566
11956,177,263,1.0,0.0424559111692,True,22.5538461538,0.0424559111692
11962,177,329,1.0,0.0330261136713,True,29.2790697674,0.0330261136713
11967,177,348,1.0,0.0557939914163,True,16.9230769231,0.0557939914163
11980,178,215,1.0,0.0680094166885,True,13.7038461538,0.0680094166885
11983,178,223,1.0,0.0243801652893,True,40.0169491525,0.0243801652893
11991,178,270,1.0,0.0560865191147,True,16.8295964126,0.0560865191147
12020,178,352,1.0,0.0859798605732,True,10.6306306306,0.0859798605732
12049,179,260,1.0,0.0368303571429,True,26.1515151515,0.0368303571429
12083,179,367,1.0,0.046484375,True,20.512605042,0.046484375
12095,180,216,1.0,0.0734569349918,True,12.6134185304,0.0734569349918
12105,180,246,1.0,0.0470993681792,True,20.2317073171,0.0470993681792
12109,180,271,1.0,0.0243697478992,True,40.0344827586,0.0243697478992
12110,180,273,1.0,0.051334180432,True,18.4801980198,0.051334180432
12120,180,309,1.0,0.0605929452499,True,15.5035714286,0.0605929452499
12127,180,330,1.0,0.0353842091365,True,27.2611940299,0.0353842091365
12185,182,327,1.0,0.0237659963437,True,41.0769230769,0.0237659963437
12212,183,234,1.0,0.0561579093689,True,16.8069306931,0.0561579093689
12224,183,274,1.0,0.0442313640582,True,21.6083916084,0.0442313640582
12233,183,303,1.0,0.0295553145336,True,32.8348623853,0.0295553145336
12251,184,220,1.0,0.0210608424337,True,46.4814814815,0.0210608424337
12256,184,260,1.0,0.028024606972,True,34.6829268293,0.028024606972
12259,184,317,1.0,0.139534883721,True,6.16666666667,0.139534883721
12265,185,189,1.0,0.0252442996743,True,38.6129032258,0.0252442996743
12272,185,202,1.0,0.0280078895464,True,34.7042253521,0.0280078895464
12287,185,256,1.0,0.0211688909342,True,46.2391304348,0.0211688909342
12295,185,282,1.0,0.0142535633908,True,69.1578947368,0.0142535633908
12345,186,266,1.0,0.0328137817884,True,29.475,0.0328137817884
12357,186,302,1.0,0.0217230313503,True,45.0340909091,0.0217230313503
12369,186,334,1.0,0.0350803043111,True,27.5060240964,0.0350803043111
12373,186,357,1.0,0.0174731182796,True,56.2307692308,0.0174731182796
12386,187,251,1.0,0.0222888984141,True,43.8653846154,0.0222888984141
12394,187,287,1.0,0.0218202698823,True,44.8289473684,0.0218202698823
12397,187,295,1.0,0.0420600858369,True,22.7755102041,0.0420600858369
12411,187,344,1.0,0.0318918918919,True,30.3559322034,0.0318918918919
12429,188,273,1.0,0.00975433526012,True,101.518518519,0.00975433526012
12440,188,333,1.0,0.0426164519326,True,22.4651162791,0.0426164519326
12446,188,364,1.0,0.00974858902001,True,101.578947368,0.00974858902001
12489,189,312,1.0,0.0253708040593,True,38.4153846154,0.0253708040593
12491,189,323,1.0,0.0348321722609,True,27.7090909091,0.0348321722609
12499,189,350,1.0,0.0237121831562,True,41.1724137931,0.0237121831562
12502,189,359,1.0,0.0495137046861,True,19.1964285714,0.0495137046861
12543,190,260,1.0,0.0192949907236,True,50.8269230769,0.0192949907236
12566,190,313,1.0,0.0214212852771,True,45.6825396825,0.0214212852771
12591,190,365,1.0,0.0819009100101,True,11.2098765432,0.0819009100101
12621,191,275,1.0,0.011361001623,True,87.0204081633,0.011361001623
12622,191,277,1.0,0.0207395812952,True,47.2169811321,0.0207395812952
12630,191,302,1.0,0.0636748120301,True,14.704797048,0.0636748120301
12635,191,316,1.0,0.067051333068,True,13.9139465875,0.067051333068
12637,191,322,1.0,0.0275764539509,True,35.2628205128,0.0275764539509
12640,191,328,1.0,0.0342897130861,True,28.1632653061,0.0342897130861
12644,191,334,1.0,0.0354554358472,True,27.2044198895,0.0354554358472
12649,191,357,1.0,0.022185361808,True,44.0747663551,0.022185361808
12683,192,294,1.0,0.154609929078,True,5.46788990826,0.154609929078
12687,192,308,1.0,0.0278293135436,True,34.9333333333,0.0278293135436
12711,193,247,1.0,0.0677466863034,True,13.7608695652,0.0677466863034
12718,193,293,1.0,0.0600446613183,True,15.6542699725,0.0600446613183
12727,193,338,1.0,0.0306320279178,True,31.6455696203,0.0306320279178
12735,194,216,1.0,0.0642458100559,True,14.5652173913,0.0642458100559
12742,194,255,1.0,0.0122729504173,True,80.48,0.0122729504173
12747,194,273,1.0,0.0358216432866,True,26.9160839161,0.0358216432866
12755,194,309,1.0,0.0590142671855,True,15.9450549451,0.0590142671855
12766,194,341,1.0,0.0674384949349,True,13.8283261803,0.0674384949349
12789,195,222,1.0,0.0203801236547,True,48.0674157303,0.0203801236547
12806,195,252,1.0,0.0344827586207,True,28.0,0.0344827586207
12835,195,306,1.0,0.0168009205984,True,58.5205479452,0.0168009205984
12884,196,297,1.0,0.140593047035,True,6.11272727273,0.140593047035
12894,196,343,1.0,0.138983050847,True,6.19512195122,0.138983050847
12900,197,202,1.0,0.0289288506646,True,33.5675675676,0.0289288506646
12916,197,254,1.0,0.00886917960089,True,111.75,0.00886917960089
12941,197,312,1.0,0.0431806213797,True,22.1585365854,0.0431806213797
12949,197,333,1.0,0.00972289742343,True,101.85,0.00972289742343
12954,197,350,1.0,0.0186403508772,True,52.6470588235,0.0186403508772
12978,198,239,1.0,0.0409047160731,True,23.4470588235,0.0409047160731
12986,198,274,1.0,0.0300484652666,True,32.2795698925,0.0300484652666
12996,198,303,1.0,0.0893450045276,True,10.1925675676,0.0893450045276
13036,199,298,1.0,0.0164859002169,True,59.6578947368,0.0164859002169
13047,199,335,1.0,0.0747217806041,True,12.3829787234,0.0747217806041
13048,199,345,1.0,0.0351363846509,True,27.4605263158,0.0351363846509
13063,200,253,1.0,0.0233804188992,True,41.7708333333,0.0233804188992
13080,200,310,1.0,0.0274074074074,True,35.4864864865,0.0274074074074
13091,201,209,1.0,0.0217998882057,True,44.8717948718,0.0217998882057
13092,201,211,1.0,0.0174007612833,True,56.46875,0.0174007612833
13104,201,248,1.0,0.0328096118299,True,29.4788732394,0.0328096118299
13116,201,300,1.0,0.0645450470641,True,14.4930555556,0.0645450470641
13129,201,335,1.0,0.0139534883721,True,70.6666666667,0.0139534883721
13147,202,256,1.0,0.0556343019135,True,16.974522293,0.0556343019135
13152,202,268,1.0,0.0548245614035,True,17.24,0.0548245614035
13165,202,307,1.0,0.0963467048711,True,9.37918215613,0.0963467048711
13166,202,312,1.0,0.0358641739794,True,26.8829787234,0.0358641739794
13168,202,323,1.0,0.0303960700031,True,31.898989899,0.0303960700031
13177,202,350,1.0,0.0220820189274,True,44.2857142857,0.0220820189274
13215,204,207,1.0,0.0422242045792,True,22.6830985915,0.0422242045792
13238,204,270,1.0,0.0283485045514,True,34.2752293578,0.0283485045514
13258,204,331,1.0,0.026145900581,True,37.2469135802,0.026145900581
13266,204,352,1.0,0.0526005888126,True,18.0111940299,0.0526005888126
13286,205,232,1.0,0.112372982666,True,7.89893617021,0.112372982666
13295,205,261,1.0,0.0343258891646,True,28.1325301205,0.0343258891646
13308,205,290,1.0,0.0193864507882,True,50.5824175824,0.0193864507882
13320,205,318,1.0,0.0243186582809,True,40.1206896552,0.0243186582809
13346,206,224,1.0,0.0363436123348,True,26.5151515152,0.0363436123348
13371,206,325,1.0,0.00817923186344,True,121.260869565,0.00817923186344
13383,206,353,1.0,0.0330976863753,True,29.213592233,0.0330976863753
13398,207,270,1.0,0.0241129865656,True,40.4714285714,0.0241129865656
13415,207,352,1.0,0.0490782858511,True,19.3756097561,0.0490782858511
13422,208,221,1.0,0.200321156162,True,3.99198396794,0.200321156162
13426,208,232,1.0,0.0810645457326,True,11.3358490566,0.0810645457326
13449,208,320,1.0,0.0212922173275,True,45.9655172414,0.0212922173275
13453,208,355,1.0,0.0270146520147,True,36.0169491525,0.0270146520147
13462,209,220,1.0,0.0355555555556,True,27.125,0.0355555555556
13485,209,300,1.0,0.0241297468354,True,40.4426229508,0.0241297468354
13508,210,243,1.0,0.0241404535479,True,40.4242424242,0.0241404535479
13512,210,263,1.0,0.035689293212,True,27.0196078431,0.035689293212
13521,210,329,1.0,0.0353833192923,True,27.2619047619,0.0353833192923
13542,211,270,1.0,0.0054347826087,True,183.0,0.0054347826087
13554,211,292,1.0,0.102253032929,True,8.77966101695,0.102253032929
13555,211,294,1.0,0.0269961977186,True,36.0422535211,0.0269961977186
13564,211,318,1.0,0.0221752903907,True,44.0952380952,0.0221752903907
13565,211,320,1.0,0.0165084605861,True,59.575,0.0165084605861
13580,211,355,1.0,0.0802919708029,True,11.4545454545,0.0802919708029
13584,211,367,1.0,0.0251524390244,True,38.7575757576,0.0251524390244
13593,213,244,1.0,0.0570135746606,True,16.5396825397,0.0570135746606
13628,214,235,1.0,0.0599197924039,True,15.688976378,0.0599197924039
13670,215,231,1.0,0.0172565077508,True,56.9491525424,0.0172565077508
13673,215,243,1.0,0.00874769797422,True,113.315789474,0.00874769797422
13679,215,270,1.0,0.0448798988622,True,21.2816901408,0.0448798988622
13698,215,331,1.0,0.0242816673412,True,40.1833333333,0.0242816673412
13714,216,231,1.0,0.0293459338473,True,33.0762711864,0.0293459338473
13718,216,246,1.0,0.0322580645161,True,30.0,0.0322580645161
13723,216,271,1.0,0.0295124037639,True,32.884057971,0.0295124037639
13737,216,309,1.0,0.0736631905924,True,12.5753012048,0.0736631905924
13772,217,278,1.0,0.0321715817694,True,30.0833333333,0.0321715817694
13780,217,297,1.0,0.020090548953,True,48.7746478873,0.020090548953
13798,217,366,1.0,0.0306198655713,True,31.6585365854,0.0306198655713
13806,220,248,1.0,0.0760295670539,True,12.1527777778,0.0760295670539
13838,221,272,1.0,0.133631952221,True,6.48324022346,0.133631952221
13845,221,294,1.0,0.0377479206654,True,25.4915254237,0.0377479206654
13882,222,253,1.0,0.053974484789,True,17.5272727273,0.053974484789
13893,222,282,1.0,0.017895351099,True,54.8804347826,0.017895351099
13905,222,306,1.0,0.0266403552047,True,36.537037037,0.0266403552047
13909,222,312,1.0,0.0149060272197,True,66.0869565217,0.0149060272197
13941,223,270,1.0,0.0200048792388,True,48.987804878,0.0200048792388
13942,223,279,1.0,0.037017167382,True,26.0144927536,0.037017167382
13961,223,337,1.0,0.0628404669261,True,14.9133126935,0.0628404669261
13969,223,369,1.0,0.0300920169112,True,32.2314049587,0.0300920169112
13970,224,225,1.0,0.134093711467,True,6.45747126437,0.134093711467
13978,224,237,1.0,0.025146484375,True,38.7669902913,0.025146484375
14008,224,348,1.0,0.00698757763975,True,142.111111111,0.00698757763975
14012,224,353,1.0,0.0390277302294,True,24.6228070175,0.0390277302294
14020,225,237,1.0,0.0297362110312,True,32.6290322581,0.0297362110312
14048,225,349,1.0,0.0538548752834,True,17.5684210526,0.0538548752834
14052,226,235,1.0,0.0382231404959,True,25.1621621622,0.0382231404959
14061,226,279,1.0,0.0984555984556,True,9.1568627451,0.0984555984556
14081,227,268,1.0,0.0313315926893,True,30.9166666667,0.0313315926893
14089,227,312,1.0,0.0384615384615,True,25.0,0.0384615384615
14106,228,238,1.0,0.0181644359465,True,54.0526315789,0.0181644359465
14124,228,294,1.0,0.0355371900826,True,27.1395348837,0.0355371900826
14131,228,318,1.0,0.0929064657878,True,9.76351351351,0.0929064657878
14152,229,271,1.0,0.0125302264234,True,78.8070175439,0.0125302264234
14155,229,293,1.0,0.026318952049,True,36.99543379,0.026318952049
14157,229,302,1.0,0.00868232890705,True,114.176470588,0.00868232890705
14159,229,327,1.0,0.00693822739481,True,143.129032258,0.00693822739481
14163,229,338,1.0,0.0644975525482,True,14.5044642857,0.0644975525482
14211,231,271,1.0,0.0981701285856,True,9.18639798489,0.0981701285856
14212,231,273,1.0,0.0203969128997,True,48.027027027,0.0203969128997
14232,231,330,1.0,0.0298375184638,True,32.5148514851,0.0298375184638
14238,231,341,1.0,0.0235849056604,True,41.4,0.0235849056604
14259,232,272,1.0,0.049223556988,True,19.3154761905,0.049223556988
14272,232,292,1.0,0.0457402234637,True,20.8625954198,0.0457402234637
14289,232,320,1.0,0.0271990740741,True,35.7659574468,0.0271990740741
14311,233,262,1.0,0.0898058252427,True,10.1351351351,0.0898058252427
14318,234,239,1.0,0.0345834269032,True,27.9155844156,0.0345834269032
14323,234,265,1.0,0.0157068062827,True,62.6666666667,0.0157068062827
14339,234,303,1.0,0.025303110174,True,38.5208333333,0.025303110174
14372,235,337,1.0,0.0454164922562,True,21.0184331797,0.0454164922562
14378,235,352,1.0,0.0152626362735,True,64.5194805195,0.0152626362735
14397,236,290,1.0,0.10710154985,True,8.33693304536,0.10710154985
14414,236,326,1.0,0.0195961995249,True,50.0303030303,0.0195961995249
14433,237,270,1.0,0.0157868771584,True,62.34375,0.0157868771584
14440,237,297,1.0,0.048021342819,True,19.8240740741,0.048021342819
14454,237,343,1.0,0.0506253722454,True,18.7529411765,0.0506253722454
14455,237,349,1.0,0.0254052746189,True,38.3619047619,0.0254052746189
14469,238,272,1.0,0.0644778481013,True,14.509202454,0.0644778481013
14492,238,320,1.0,0.0207214121259,True,47.2592592593,0.0207214121259
14504,238,360,1.0,0.137340619308,True,6.28116710875,0.137340619308
14516,239,265,1.0,0.0169204737733,True,58.1,0.0169204737733
14526,239,289,1.0,0.0606129917658,True,15.4981132075,0.0606129917658
14530,239,299,1.0,0.0296458416236,True,32.7315436242,0.0296458416236
14548,239,361,1.0,0.0195082843399,True,50.2602739726,0.0195082843399
14552,241,258,1.0,0.054579093432,True,17.3220338983,0.054579093432
14561,241,329,1.0,0.036231884058,True,26.6,0.036231884058
14562,241,348,1.0,0.0326086956522,True,29.6666666667,0.0326086956522
14565,243,263,1.0,0.0400654129191,True,23.9591836735,0.0400654129191
14570,243,325,1.0,0.0376955903272,True,25.5283018868,0.0376955903272
14571,243,329,1.0,0.0418367346939,True,22.9024390244,0.0418367346939
14576,243,348,1.0,0.0324963072378,True,29.7727272727,0.0324963072378
14600,244,306,1.0,0.00835421888053,True,118.7,0.00835421888053
14633,245,282,1.0,0.0202482037884,True,48.3870967742,0.0202482037884
14640,245,306,1.0,0.0220525869381,True,44.3461538462,0.0220525869381
14669,246,330,1.0,0.0375221238938,True,25.6509433962,0.0375221238938
14690,247,293,1.0,0.0643089725036,True,14.5499296765,0.0643089725036
14699,247,333,1.0,0.0168334127362,True,58.4056603774,0.0168334127362
14715,248,280,1.0,0.0273492286115,True,35.5641025641,0.0273492286115
14730,248,326,1.0,0.0437817258883,True,21.8405797101,0.0437817258883
14761,249,343,1.0,0.025404732254,True,38.362745098,0.025404732254
14762,249,349,1.0,0.0511324639671,True,18.5570469799,0.0511324639671
14764,249,353,1.0,0.0321100917431,True,30.1428571429,0.0321100917431
14768,250,267,1.0,0.066852367688,True,13.9583333333,0.066852367688
14772,250,336,1.0,0.050597976081,True,18.7636363636,0.050597976081
14773,250,339,1.0,0.129821260583,True,6.70289855072,0.129821260583
14793,251,295,1.0,0.0328854314003,True,29.4086021505,0.0328854314003
14810,251,344,1.0,0.0291345329906,True,33.3235294118,0.0291345329906
14825,252,287,1.0,0.119849246231,True,7.34381551363,0.119849246231
14872,254,257,1.0,0.0245614035088,True,39.7142857143,0.0245614035088
14887,254,305,1.0,0.0757439134355,True,12.2023809524,0.0757439134355
14893,254,319,1.0,0.0123932800881,True,79.6888888889,0.0123932800881
14894,254,320,1.0,0.010165184244,True,97.375,0.010165184244
14904,254,364,1.0,0.0392371766769,True,24.4860335196,0.0392371766769
14917,255,283,1.0,0.113024757804,True,7.84761904762,0.113024757804
14938,255,351,1.0,0.0917813934084,True,9.89545454545,0.0917813934084
14960,256,307,1.0,0.0482163857311,True,19.7398373984,0.0482163857311
14962,256,312,1.0,0.0548255550521,True,17.2396694215,0.0548255550521
14963,256,320,1.0,0.00936329588015,True,105.8,0.00936329588015
14964,256,323,1.0,0.0406589554855,True,23.5948275862,0.0406589554855
14995,257,301,1.0,0.00801871032409,True,123.708333333,0.00801871032409
15010,257,327,1.0,0.0421972534332,True,22.6982248521,0.0421972534332
15020,257,364,1.0,0.05330634278,True,17.7594936709,0.05330634278
15022,258,263,1.0,0.0581484315226,True,16.1973684211,0.0581484315226
15027,258,325,1.0,0.0925539318024,True,9.8045112782,0.0925539318024
15031,259,268,1.0,0.0189504373178,True,51.7692307692,0.0189504373178
15041,259,324,1.0,0.0504926108374,True,18.8048780488,0.0504926108374
15053,260,301,1.0,0.00816522574448,True,121.470588235,0.00816522574448
15057,260,313,1.0,0.0620022753129,True,15.128440367,0.0620022753129
15078,261,294,1.0,0.0350806451613,True,27.5057471264,0.0350806451613
15089,261,320,1.0,0.0453321364452,True,21.0594059406,0.0453321364452
15110,261,367,1.0,0.0918410935498,True,9.88837209302,0.0918410935498
15126,263,325,1.0,0.0426829268293,True,22.4285714286,0.0426829268293
15170,266,288,1.0,0.0239234449761,True,40.8,0.0239234449761
15176,266,302,1.0,0.0314653880731,True,30.780952381,0.0314653880731
15178,266,322,1.0,0.0316386646302,True,30.6068965517,0.0316386646302
15191,266,357,1.0,0.0264281900694,True,36.8383838384,0.0264281900694
15226,269,295,1.0,0.109801488834,True,8.10734463277,0.109801488834
15251,270,297,1.0,0.0177304964539,True,55.4,0.0177304964539
15293,271,330,1.0,0.0243722304284,True,40.0303030303,0.0243722304284
15299,271,345,1.0,0.00761283306145,True,130.357142857,0.00761283306145
15313,272,296,1.0,0.00623268698061,True,159.444444444,0.00623268698061
15339,272,367,1.0,0.0296495956873,True,32.7272727273,0.0296495956873
15353,273,309,1.0,0.03771805752,True,25.5125,0.03771805752
15362,273,330,1.0,0.0236314687407,True,41.3164556962,0.0236314687407
15365,273,341,1.0,0.0293548387097,True,33.0659340659,0.0293548387097
15381,274,299,1.0,0.0220253164557,True,44.4022988506,0.0220253164557
15382,274,303,1.0,0.0281731909846,True,34.4947368421,0.0281731909846
15400,275,276,1.0,0.0716992130574,True,12.9471544715,0.0716992130574
15443,276,319,1.0,0.0588072887907,True,16.0046948357,0.0588072887907
15451,276,345,1.0,0.0546448087432,True,17.3,0.0546448087432
15452,276,346,1.0,0.0678100263852,True,13.7470817121,0.0678100263852
15459,277,288,1.0,0.0518840007891,True,18.2737642586,0.0518840007891
15468,277,322,1.0,0.0270078180526,True,36.0263157895,0.0270078180526
15471,277,328,1.0,0.0498214285714,True,19.0716845878,0.0498214285714
15474,277,334,1.0,0.0265780730897,True,36.625,0.0265780730897
15478,277,357,1.0,0.0408076514346,True,23.5052083333,0.0408076514346
15484,278,289,1.0,0.0257466529351,True,37.84,0.0257466529351
15498,278,332,1.0,0.0227348712805,True,42.9852941176,0.0227348712805
15534,280,292,1.0,0.0125161847216,True,78.8965517241,0.0125161847216
15542,280,314,1.0,0.124496748219,True,7.03233830846,0.124496748219
15563,282,287,1.0,0.0485401459854,True,19.6015037594,0.0485401459854
15571,282,306,1.0,0.0309585235166,True,31.3012820513,0.0309585235166
15589,282,342,1.0,0.0310718882147,True,31.1834319527,0.0310718882147
15617,283,346,1.0,0.0904135941007,True,10.0602836879,0.0904135941007
15672,285,344,1.0,0.0231548480463,True,42.1875,0.0231548480463
15693,286,360,1.0,0.221342383107,True,3.51788756388,0.221342383107
15694,286,367,1.0,0.0698005698006,True,13.3265306122,0.0698005698006
15723,287,362,1.0,0.0234463276836,True,41.6506024096,0.0234463276836
15735,288,316,1.0,0.0361263476452,True,26.6806282723,0.0361263476452
15740,288,334,1.0,0.0256361564755,True,38.0074074074,0.0256361564755
15744,288,357,1.0,0.0636727809403,True,14.7052980132,0.0636727809403
15778,290,300,1.0,0.0930285714286,True,9.74938574939,0.0930285714286
15785,290,314,1.0,0.0942043825517,True,9.6152173913,0.0942043825517
15816,292,320,1.0,0.0176950998185,True,55.5128205128,0.0176950998185
15824,292,367,1.0,0.0291666666667,True,33.2857142857,0.0291666666667
15835,293,333,1.0,0.0191253176408,True,51.2867132867,0.0191253176408
15904,296,307,1.0,0.0192857142857,True,50.8518518519,0.0192857142857
15910,296,326,1.0,0.00876397703234,True,113.103448276,0.00876397703234
15913,296,340,1.0,0.0511255246089,True,18.5597014925,0.0511255246089
15918,296,362,1.0,0.0243098475484,True,40.1355932203,0.0243098475484
15931,297,343,1.0,0.105386416862,True,8.48888888889,0.105386416862
15950,298,351,1.0,0.0393343419062,True,24.4230769231,0.0393343419062
15990,300,365,1.0,0.0143061516452,True,68.9,0.0143061516452
16006,301,347,1.0,0.0868605079131,True,10.5127118644,0.0868605079131
16019,302,334,1.0,0.0463196514561,True,20.5891089109,0.0463196514561
16042,304,344,1.0,0.105337078652,True,8.49333333333,0.105337078652
16053,305,327,1.0,0.0819085487078,True,11.2087378641,0.0819085487078
16098,307,350,1.0,0.025100851636,True,38.8392857143,0.025100851636
16108,308,326,1.0,0.332654723127,True,2.00611995104,0.332654723127
16163,311,368,1.0,0.0195290063182,True,50.2058823529,0.0195290063182
16169,312,324,1.0,0.0210157618214,True,46.5833333333,0.0210157618214
16233,316,328,1.0,0.032208326195,True,30.0478723404,0.032208326195
16236,316,334,1.0,0.0270116035762,True,36.0211267606,0.0270116035762
16240,316,357,1.0,0.0258340113914,True,37.7086614173,0.0258340113914
16247,317,335,1.0,0.100877192982,True,8.91304347826,0.100877192982
16249,317,359,1.0,0.0922131147541,True,9.84444444444,0.0922131147541
16269,319,345,1.0,0.0308265582656,True,31.4395604396,0.0308265582656
16290,320,367,1.0,0.0324232081911,True,29.8421052632,0.0324232081911
16294,322,328,1.0,0.0468876313662,True,20.3275862069,0.0468876313662
16299,322,334,1.0,0.0248817241984,True,39.1901408451,0.0248817241984
16305,322,357,1.0,0.0397501419648,True,24.1571428571,0.0397501419648
16308,323,324,1.0,0.0665866826635,True,14.018018018,0.0665866826635
16326,324,340,1.0,0.0487562189055,True,19.5102040816,0.0487562189055
16333,324,359,1.0,0.0439215686275,True,21.7678571429,0.0439215686275
16340,325,329,1.0,0.0412287793048,True,23.2549019608,0.0412287793048
16344,325,348,1.0,0.0652591170825,True,14.3235294118,0.0652591170825
16372,328,334,1.0,0.039678377906,True,24.2026431718,0.039678377906
16382,329,348,1.0,0.0398305084746,True,24.1063829787,0.0398305084746
16414,333,347,1.0,0.0356744704571,True,27.03125,0.0356744704571
16415,333,357,1.0,0.00911228689006,True,108.741935484,0.00911228689006
16422,334,357,1.0,0.0207605344296,True,47.1683168317,0.0207605344296
16428,335,359,1.0,0.0618811881188,True,15.16,0.0618811881188
16439,337,369,1.0,0.0422252010724,True,22.6825396825,0.0422252010724
16442,338,347,1.0,0.0324594257179,True,29.8076923077,0.0324594257179
16475,343,349,1.0,0.0378521126761,True,25.4186046512,0.0378521126761
16485,344,362,1.0,0.0249350649351,True,39.1041666667,0.0249350649351
16497,347,357,1.0,0.00736975857687,True,134.689655172,0.00736975857687
16526,354,366,1.0,0.0833823817932,True,10.9929411765,0.0833823817932
16528,355,360,1.0,0.0160567587752,True,61.2790697674,0.0160567587752
16544,366,368,1.0,0.0675968246331,True,13.793594306,0.0675968246331
